姓名,住址,出生日期,国籍,民族,性别,婚姻状态,收入,工作单位,职业
崔震南,河北邢台市巨鹿县堤村乡西佛寨村,7/3/1975,美国,白族,男,已婚,63876,待业,个体
钱致远,云南西双版纳傣族自治州勐海县勐阿镇曼迈村,10/9/1969,韩国,高山族,男,已婚,15000,致远食品有限责任公司,收银员
杜璐,四川省西宁县华龙张街N座,1/5/1971,中国,汉族,女,分居,7416,杰宏工业有限责任公司,工人
朱震南,山东省南京市普陀齐齐哈尔街,10/9/1997,泰国,土家族,男,已婚,30474,魏发展贸易有限责任公司,学生
尹嘉伦,台湾省凯市蓟州杜路B座,9/6/1979,中国香港,回族,男,单身,37959,詩涵有限责任公司,教师
任子异,河北省红梅市萧山彭路l座,20/12/1996,中国台湾,壮族,男,单身,25876,震南技术有限责任公司,科研人员
曹杰宏,广东省鑫县大东包路,18/12/1996,中国台湾,壮族,男,单身,7535,致远有限责任公司,科研人员
邓宇宁,重庆市南昌县吉区邓街Z座,3/6/1962,中国台湾,壮族,男,丧偶,48609,岚有限责任公司,科研人员
董詩涵,北京市市辖县延庆县永宁镇头司村,28/9/1997,中国香港,回族,女,已婚,23557,璐物业代理有限责任公司,教师
傅詩涵,江西省萍乡市上栗县桐木镇黄图村,24/7/1986,中国香港,回族,女,已婚,10398,嘉伦系统有限责任公司,教师
沈子异,黑龙江省石家庄县东城吴路,28/3/1992,美国,白族,男,单身,35348,宇宁顾问有限责任公司,个体
姚子异,重庆市合肥市沙市周路j座,11/5/1962,日本,朝鲜族,男,丧偶,15000,子异有限责任公司,白领
徐杰宏,黑龙江省成都市南湖汪路6746号,22/4/1964,日本,朝鲜族,男,单身,19012,胡記系统有限责任公司,白领
彭嘉伦,香港特别行政区丽市怀柔福州路2365号,16/3/1987,中国,汉族,男,单身,65443,待业,工人
史秀英,吉林省昆明市金平南宁路,3/7/1971,泰国,土家族,女,已婚,63024,詩涵有限责任公司,学生
尹晓明,广西钦州市钦北区板城镇众仁村,8/5/1964,韩国,高山族,男,单身,21562,阎有限责任公司,收银员
姚秀英,重庆市辖区南川区石莲乡松峰村,7/11/1961,中国,汉族,女,单身,27134,震南工业有限责任公司,工人
夏詩涵,宁夏回族自治区固原市泾源县黄花乡庙湾村,25/3/1972,日本,朝鲜族,女,已婚,65793,秀英工业有限责任公司,白领
崔詩涵,浙江绍兴市嵊州市甘霖镇查村,15/6/1973,中国,汉族,女,已婚,12431,子韬顾问有限责任公司,工人
罗子韬,山西省澳门县长寿陈路6416号,12/12/1985,日本,朝鲜族,男,已婚,27672,戴有限责任公司,白领
邹睿,江西省福州市沈河北京路8557号,21/7/1980,韩国,高山族,男,单身,15000,郭电脑有限责任公司,收银员
杜震南,河南省雪梅市南长王街,25/8/1963,菲律宾,苗族,男,单身,15000,待业,服务员
姜嘉伦,湖北省荆州市石首市团山寺镇曹家场村,10/5/1963,韩国,高山族,男,单身,17792,罗記制药有限责任公司,收银员
邓嘉伦,湖南益阳市赫山区龙光桥镇欧阳塘村,9/3/1983,中国,汉族,男,已婚,33427,晓明有限责任公司,工人
向晓明,山东省香港县城北石家庄路,10/3/1964,美国,白族,男,已婚,12884,杰宏制药有限责任公司,个体
潘秀英,山西省宜都县山亭张家港路3225号,6/6/1964,美国,白族,女,已婚,66230,林发展贸易有限责任公司,个体
范晓明,湖南省海门市友好哈尔滨街i座,23/10/1985,美国,白族,男,单身,53489,子异系统有限责任公司,个体
唐秀英,江苏省春梅市和平上海街u座,11/2/1963,中国台湾,壮族,女,已婚,12811,谭有限责任公司,科研人员
任震南,安徽省秀珍市丰都毛路4732号,22/4/1984,泰国,土家族,男,已婚,7243,贺有限责任公司,学生
严安琪,浙江舟山市定海区干览镇双庙村,2/9/1992,中国台湾,壮族,女,已婚,12694,蔡記有限责任公司,科研人员
江岚,广东省丽丽县秀英马路b座,18/3/1999,日本,朝鲜族,女,单身,47430,秀英发展贸易有限责任公司,白领
彭子异,湖北省玉县大兴许路m座,15/1/1963,泰国,土家族,男,已婚,48307,刘記顾问有限责任公司,学生
江睿,山东菏泽市鄄城县箕山镇东徐垓村,19/1/1979,中国香港,回族,男,已婚,24836,韩有限责任公司,教师
薛云熙,陕西省淑华县牧野陈路718号,26/2/1970,泰国,土家族,男,单身,10212,安琪有限责任公司,学生
秦宇宁,广东省惠州市惠东县铁涌镇新建村,26/1/1962,美国,白族,男,单身,17441,赵制药有限责任公司,个体
蒋秀英,天津市淑英县淄川陈街J座,4/6/1966,中国台湾,壮族,女,单身,68889,罗有限责任公司,科研人员
金震南,海南省省直辖县级行政区划文昌市东路镇东路村,14/11/1966,美国,白族,男,已婚,13803,待业,个体
钱宇宁,内蒙古自治区武汉县涪城秦街3924号,20/8/1967,日本,朝鲜族,男,单身,54074,范記物业代理有限责任公司,白领
郑子异,云南省红河哈尼族彝族自治州建水县利民乡清江村,29/9/1960,泰国,土家族,男,已婚,15000,嘉伦有限责任公司,学生
陈詩涵,安徽蚌埠市禹会区长青乡黄山村,15/3/1974,菲律宾,苗族,女,单身,46284,蒋电子有限责任公司,服务员
黄宇宁,甘肃省荆门县新城曲街,6/8/1965,中国香港,回族,男,单身,47504,子韬制药有限责任公司,教师
孟致远,河北省秦皇岛市昌黎县新集镇徐杜庄村,29/3/1967,泰国,土家族,男,单身,45333,璐电讯有限责任公司,学生
熊璐,青海省宇县梁平陈路3501号,1/5/1987,美国,白族,女,单身,33233,彭記玩具有限责任公司,个体
孟秀英,山东省海门县长寿马鞍山路,8/1/1978,美国,白族,女,单身,15000,夏有限责任公司,个体
杜岚,上海市明县萧山嘉禾街,26/1/1992,中国香港,回族,女,离异,47827,岚发展贸易有限责任公司,教师
常宇宁,甘肃省乌鲁木齐市沈北新哈尔滨路6533号,2/5/1986,泰国,土家族,男,单身,33784,安琪有限责任公司,学生
江岚,浙江丽水市莲都区黄村乡严溪村,4/12/1991,中国,汉族,女,离异,20411,安琪电脑有限责任公司,工人
胡子韬,内蒙古自治区乌海市乌达区五虎山街道办事处育红社区,13/1/1969,韩国,高山族,男,已婚,34401,秀英玩具有限责任公司,收银员
于云熙,山西省晋城市沁水县土沃乡王庄村,25/11/1960,泰国,土家族,男,单身,5936,黎記有限责任公司,学生
姜璐,辽宁省锦州市黑山县常兴镇聂家村,26/8/1994,泰国,土家族,女,丧偶,58409,待业,学生
董岚,福建省宁县永川深圳街,27/2/1970,韩国,高山族,女,单身,69155,晓明有限责任公司,收银员
高岚,河北省海口市安次李路3638号,28/9/1970,韩国,高山族,女,已婚,17845,傅記贸易有限责任公司,收银员
崔嘉伦,上海市武汉县城东蒋街5850号,12/9/1985,菲律宾,苗族,男,丧偶,43351,詩涵玩具有限责任公司,服务员
刘云熙,西藏自治区六安市高明大冶街,10/6/1985,日本,朝鲜族,男,已婚,19743,沈記有限责任公司,白领
傅子异,内蒙古自治区关岭市永川鲁路7663号,13/9/1974,中国台湾,壮族,男,已婚,60731,胡贸易有限责任公司,科研人员
董睿,青海省乌鲁木齐县金平袁路5731号,14/12/1961,中国,汉族,男,离异,64370,侯記通讯有限责任公司,工人
周岚,辽宁省大冶市永川大冶路4093号,23/8/1965,菲律宾,苗族,女,单身,15833,林記发展贸易有限责任公司,服务员
陶杰宏,河北省阜新县蓟州褚路,2/7/1978,泰国,土家族,男,离异,60324,詩涵有限责任公司,学生
姜子韬,台湾省惠州县东城呼和浩特街,10/1/1981,韩国,高山族,男,已婚,35856,秀英有限责任公司,收银员
卢璐,湖北省娟县花溪巢湖街2311号,8/9/1989,中国,汉族,女,已婚,45492,致远电讯有限责任公司,工人
阎岚,黑龙江省军县六枝特潮州路5892号,12/9/1993,韩国,高山族,女,已婚,48281,罗有限责任公司,收银员
魏震南,河南驻马店市汝南县梁祝镇马北,11/9/1961,日本,朝鲜族,男,离异,11783,严記有限责任公司,白领
陈睿,澳门特别行政区六安县吉区南京路,21/4/1967,泰国,土家族,男,已婚,15000,夏电子有限责任公司,学生
田詩涵,广西壮族自治区石家庄市永川李街4301号,19/6/1980,中国香港,回族,女,已婚,36065,詩涵顾问有限责任公司,教师
郝子韬,北京市市辖区海淀区北下关街道办事处青云南区社区,16/1/1972,美国,白族,男,已婚,24777,汤記电讯有限责任公司,个体
史晓明,山西省运城市盐湖区北城街道办事处北苑新村社区,30/9/1981,美国,白族,男,单身,60990,震南工业有限责任公司,个体
严晓明,内蒙古自治区南昌县白云呼和浩特街,23/7/1966,美国,白族,男,已婚,50644,震南有限责任公司,个体
姚子异,吉林省潜江市黄浦哈尔滨路4628号,5/11/1977,美国,白族,男,单身,55363,钟有限责任公司,个体
龚岚,西藏那曲地区聂荣县索雄乡提玛村,12/6/1981,韩国,高山族,女,已婚,22041,嘉伦电讯有限责任公司,收银员
徐安琪,安徽省琳县普陀哈尔滨路5008号,14/8/1965,韩国,高山族,女,已婚,15000,于有限责任公司,收银员
余云熙,山东省德州市乐陵市郑店镇刘呈基村,13/5/1992,美国,白族,男,已婚,38937,杰宏有限责任公司,个体
江震南,山西忻州市偏关县老营镇贾堡村,5/3/1991,菲律宾,苗族,男,单身,31179,江記食品有限责任公司,服务员
罗子韬,江苏省桂兰市山亭陆街G座,12/7/1987,美国,白族,男,单身,69996,嘉伦电子有限责任公司,个体
金嘉伦,湖南省秀珍市淄川宜都路6127号,22/10/1974,泰国,土家族,男,已婚,23584,子韬有限责任公司,学生
顾子韬,浙江省建平县花溪惠州路,27/11/1963,泰国,土家族,男,丧偶,21873,致远有限责任公司,学生
曹安琪,甘肃省勇市白云武汉路,25/12/1965,中国香港,回族,女,已婚,15000,待业,教师
梁秀英,吉林省建国市魏都潮州路,13/6/2000,中国,汉族,女,已婚,32336,徐有限责任公司,工人
赵杰宏,浙江省温州市鹿城区藤桥镇庄岩村,29/6/1963,韩国,高山族,男,单身,15000,云熙发展贸易有限责任公司,收银员
范子韬,安徽省秀云市孝南宜都街,28/4/1997,韩国,高山族,男,单身,20693,待业,收银员
萧睿,陕西汉中市勉县新街子镇五丰村,13/7/1969,中国香港,回族,男,单身,39056,袁記有限责任公司,教师
郝嘉伦,贵州省桂芝市萧山合山路,24/12/1995,美国,白族,男,已婚,12926,尹記电脑有限责任公司,个体
苏云熙,内蒙古自治区惠州县萧山贵阳街t座,7/3/1986,泰国,土家族,男,离异,49541,宇宁有限责任公司,学生
张嘉伦,福建漳州市平和县小溪镇内林村,2/10/2000,中国香港,回族,男,已婚,27889,吴顾问有限责任公司,教师
向致远,湖南省沈阳市孝南杨路,20/6/1993,日本,朝鲜族,男,已婚,11941,阎有限责任公司,白领
余璐,西藏自治区梧州市涪城拉萨街c座,31/3/1981,美国,白族,女,单身,61799,廖記贸易有限责任公司,个体
徐璐,西藏自治区成都市沙湾段街8978号,1/3/1996,中国香港,回族,女,已婚,46580,睿顾问有限责任公司,教师
尹云熙,福建省昆明市永川李路,12/11/1991,中国香港,回族,男,已婚,39417,子异工业有限责任公司,教师
汤睿,甘肃省兵县金平黄街9886号,11/4/1985,韩国,高山族,男,已婚,13460,秀英制药有限责任公司,收银员
卢云熙,西藏阿里地区噶尔县左左乡朗久村,12/12/1968,菲律宾,苗族,男,单身,68144,璐电讯有限责任公司,服务员
马嘉伦,宁夏回族自治区石嘴山市惠农区红果子镇惠东,19/6/1978,美国,白族,男,分居,65883,子韬电脑有限责任公司,个体
孙睿,澳门特别行政区拉萨市友好柳州路1691号,12/9/1985,中国,汉族,男,单身,52879,阎記有限责任公司,工人
钱嘉伦,宁夏回族自治区成都市闵行潮州街9292号,14/12/1997,中国台湾,壮族,男,已婚,68834,任記有限责任公司,科研人员
尹詩涵,甘肃省玉市龙潭马街j座,10/9/1995,中国台湾,壮族,女,离异,28847,方記电子有限责任公司,科研人员
徐子异,宁夏回族自治区南京市南湖金街9868号,26/5/1979,美国,白族,男,单身,53445,待业,个体
顾璐,天津市成都市高港卢街1720号,14/10/1976,日本,朝鲜族,女,单身,38817,吴記有限责任公司,白领
姚震南,福建福州市台江区后洲街道汀洲社区,18/7/1999,美国,白族,男,单身,57001,嘉伦通讯有限责任公司,个体
孔岚,江苏省兰英市黄浦陈路4981号,13/4/1969,中国香港,回族,女,已婚,24238,曾有限责任公司,教师
廖岚,重庆市大冶县合川合山路,26/8/1964,日本,朝鲜族,女,已婚,15290,孙記有限责任公司,白领
陶詩涵,青海省玉树藏族自治州杂多县萨呼腾镇然子滩城南,26/5/1991,美国,白族,女,已婚,35076,夏記通讯有限责任公司,个体
邓致远,北京市市辖县延庆县大庄科乡里长沟村,23/7/1996,中国香港,回族,男,已婚,22660,宇宁有限责任公司,教师
汤子韬,四川省兴安盟市东丽林路2467号,28/7/1965,日本,朝鲜族,男,已婚,14877,璐有限责任公司,白领
郑睿,北京市辖区房山区窦店镇三街村,15/6/1976,中国香港,回族,男,已婚,43655,子异有限责任公司,教师
黄震南,山西省马鞍山市清城张路m座,7/7/1997,菲律宾,苗族,男,已婚,60154,蒋記电子有限责任公司,服务员
韩子异,宁夏回族自治区合肥市朝阳王街,11/6/1988,中国香港,回族,男,单身,33089,安琪电脑有限责任公司,教师
马睿,西藏自治区那曲地区尼玛县卓尼乡果迁村,1/6/1998,美国,白族,男,离异,27552,杰宏物业代理有限责任公司,个体
叶璐,江苏省娟县清城吴街834号,3/3/1965,日本,朝鲜族,女,已婚,29555,杨有限责任公司,白领
贺詩涵,安徽省贵阳县璧山钟街9719号,4/12/1989,日本,朝鲜族,女,单身,46000,孙記有限责任公司,白领
马子异,重庆市哈尔滨市东城赵街,20/11/1996,中国,汉族,男,单身,15000,杰宏贸易有限责任公司,工人
蔡子韬,湖南省南京县沙市王路o座,5/6/1969,泰国,土家族,男,已婚,30684,子韬工程有限责任公司,学生
陶嘉伦,台湾省宁德县永川张家港街,30/12/1996,美国,白族,男,分居,9848,睿玩具有限责任公司,个体
韦致远,安徽省东莞市大兴汕尾路4112号,11/4/1969,中国台湾,壮族,男,离异,5549,待业,科研人员
莫致远,宁夏回族自治区固原市彭阳县草庙乡赵洼村,30/11/1974,中国香港,回族,男,已婚,10821,云熙贸易有限责任公司,教师
吕晓明,湖南省哈尔滨市金平侯路6025号,23/9/1967,中国香港,回族,男,已婚,36941,邱記食品有限责任公司,教师
卢安琪,西藏拉萨市墨竹工卡县唐加乡拉东村,19/8/1992,中国香港,回族,女,已婚,23928,程記工业有限责任公司,教师
韩睿,广西壮族自治区长沙县锡山淮安街y座,16/7/1978,中国香港,回族,男,单身,32463,震南技术有限责任公司,教师
江致远,河南省涛县花溪合山路4647号,1/1/1999,日本,朝鲜族,男,单身,28850,璐电脑有限责任公司,白领
龚晓明,内蒙古巴彦淖尔市临河区干召庙镇旭光村,7/12/1987,泰国,土家族,男,已婚,51091,崔記技术有限责任公司,学生
薛詩涵,广西桂林市永福县三皇乡江头村,8/7/1964,中国香港,回族,女,已婚,39646,子韬食品有限责任公司,教师
叶璐,青海果洛藏族自治州班玛县亚尔堂乡果芒牧委会,7/9/1983,泰国,土家族,女,丧偶,53335,袁工程有限责任公司,学生
罗岚,湖南省宜都市花溪昆明路Q座,3/8/1962,中国台湾,壮族,女,分居,21093,黎記有限责任公司,科研人员
吴岚,澳门特别行政区畅县魏都刘路,10/10/1987,中国香港,回族,女,离异,8117,段电脑有限责任公司,教师
夏璐,台湾省鹏市高明沈阳街,25/6/1966,中国,汉族,女,分居,67175,震南通讯有限责任公司,工人
丁宇宁,山西省想市闵行南昌路,13/4/2000,中国香港,回族,男,分居,26861,林制药有限责任公司,教师
何震南,青海省哈尔滨市梁平李路947号,6/9/1963,日本,朝鲜族,男,已婚,15000,宇宁有限责任公司,白领
叶璐,新疆维吾尔自治区琳县合川重庆路7921号,20/4/1984,中国,汉族,女,已婚,51589,詩涵发展贸易有限责任公司,工人
向晓明,山东省合肥县萧山梅街7231号,7/4/1960,泰国,土家族,男,已婚,16077,叶記工业有限责任公司,学生
贺云熙,四川德阳市什邡市湔氐镇天宫村,19/6/1987,韩国,高山族,男,已婚,69456,岚有限责任公司,收银员
冯致远,天津市市辖县宁河县东棘坨镇李秀庄村,19/2/1960,日本,朝鲜族,男,分居,16170,嘉伦物业代理有限责任公司,白领
郑詩涵,黑龙江鹤岗市南山区铁东街道办事处东岗社区,12/11/1992,韩国,高山族,女,已婚,32701,黄記制药有限责任公司,收银员
马詩涵,江苏省勇市丰都冯路K座,2/5/1987,韩国,高山族,女,单身,68712,赵系统有限责任公司,收银员
余嘉伦,甘肃省沈阳市安次香港路964号,8/5/1968,中国香港,回族,男,已婚,7282,晓明电子有限责任公司,教师
江致远,内蒙古自治区柳州市兴山邯郸街8100号,9/6/1989,菲律宾,苗族,男,已婚,52539,谢記电子有限责任公司,服务员
袁子异,江苏南京市鼓楼区阅江楼街道热河路社区,18/11/1992,中国香港,回族,男,已婚,15000,韦贸易有限责任公司,教师
傅震南,贵州省澳门市门头沟支街p座,27/5/1977,泰国,土家族,男,已婚,6201,秀英制药有限责任公司,学生
朱震南,天津市辽阳县清浦东莞街9101号,31/3/1989,泰国,土家族,男,分居,36080,吴記工程有限责任公司,学生
姜子韬,宁夏回族自治区帆县梁平李街6214号,24/3/1984,菲律宾,苗族,男,单身,15736,梁記顾问有限责任公司,服务员
汤致远,内蒙古自治区阳市崇文张街,1/7/1974,中国香港,回族,男,分居,63640,安琪电脑有限责任公司,教师
秦子异,湖南省永州市冷水滩区珊瑚街道高塘村,17/10/1972,中国台湾,壮族,男,已婚,35284,晓明电子有限责任公司,科研人员
陈秀英,江苏省金凤市永川舒街,21/8/1965,美国,白族,女,已婚,63303,安琪食品有限责任公司,个体
龙晓明,山西吕梁市交口县温泉乡城北沟村,21/7/1996,中国台湾,壮族,男,已婚,15000,郝系统有限责任公司,科研人员
杜致远,上海市拉萨县高坪顾街m座,19/3/1963,中国,汉族,男,已婚,31869,璐有限责任公司,工人
贺子异,黑龙江省桂香县和平冯路,23/9/1964,美国,白族,男,分居,66714,岚有限责任公司,个体
徐云熙,四川省荣县平山海口街K座,16/6/1973,中国台湾,壮族,男,已婚,19941,余記工业有限责任公司,科研人员
姜岚,云南省晨市魏都杭州街T座,13/9/1964,中国台湾,壮族,女,已婚,64340,丁記电脑有限责任公司,科研人员
方震南,江西省桂兰市六枝特刘路n座,6/8/1966,泰国,土家族,男,已婚,12710,岚有限责任公司,学生
吴致远,新疆维吾尔自治区嘉禾市浔阳石路Q座,7/7/1964,韩国,高山族,男,单身,26678,待业,收银员
孟宇宁,广西壮族自治区防城港市东兴市马路镇北联村,11/1/1971,韩国,高山族,男,离异,24274,致远工程有限责任公司,收银员
石震南,天津市博县魏都鞠街Q座,2/2/1971,泰国,土家族,男,已婚,35404,蔡記有限责任公司,学生
周安琪,香港特别行政区建军市沈河张路,10/8/1974,菲律宾,苗族,女,单身,46315,张系统有限责任公司,服务员
林子异,江苏省郑州县高坪程街7103号,16/7/1987,日本,朝鲜族,男,分居,35702,嘉伦有限责任公司,白领
夏云熙,福建省贵阳县浔阳熊路2530号,10/1/1962,日本,朝鲜族,男,已婚,20265,安琪电脑有限责任公司,白领
蔡致远,河南省畅市怀柔郑街,14/10/1984,中国香港,回族,男,已婚,41037,姚有限责任公司,教师
陶睿,安徽省梅市魏都尹路z座,7/1/1980,菲律宾,苗族,男,已婚,30918,秀英有限责任公司,服务员
吕睿,河北省惠州市海陵柳州街3826号,31/3/1985,日本,朝鲜族,男,已婚,7332,睿贸易有限责任公司,白领
雷睿,湖北省孝感市大悟县高店乡三合村,10/5/1997,菲律宾,苗族,男,单身,46724,冯記发展贸易有限责任公司,服务员
汪云熙,山东省东市沈河沈阳路w座,8/8/1982,中国香港,回族,男,单身,38990,待业,教师
谭云熙,辽宁省东县牧野李街8712号,22/11/1982,中国台湾,壮族,男,单身,30312,钱記技术有限责任公司,科研人员
熊震南,河南省辽阳市房山成都街W座,21/4/1986,泰国,土家族,男,单身,37576,睿发展贸易有限责任公司,学生
冯詩涵,内蒙古自治区倩市长寿王路6671号,7/10/1974,中国,汉族,女,单身,41510,璐有限责任公司,工人
唐詩涵,辽宁省昆明县徐汇西安街,19/3/1962,中国香港,回族,女,单身,21296,蒋有限责任公司,教师
张云熙,宁夏回族自治区宜都市沈北新李路8764号,1/12/1991,中国,汉族,男,已婚,50643,沈記电子有限责任公司,工人
崔詩涵,青海省台北市翔安北京街K座,16/4/1974,泰国,土家族,女,离异,17299,韩記有限责任公司,学生
程秀英,贵州省邯郸市合川齐齐哈尔路,26/4/1994,中国,汉族,女,已婚,59531,子韬物业代理有限责任公司,工人
廖璐,陕西省军县沈北新六盘水街1566号,8/3/1968,日本,朝鲜族,女,离异,24999,待业,白领
罗安琪,内蒙古自治区拉萨县丰都施路584号,23/10/1977,中国台湾,壮族,女,丧偶,66717,张記贸易有限责任公司,科研人员
邵詩涵,江苏省莉市翔安北京街,16/6/1989,中国台湾,壮族,女,离异,37548,待业,科研人员
钟云熙,湖南湘潭市韶山市如意镇厚罗村,9/10/1978,中国,汉族,男,单身,55988,秀英贸易有限责任公司,工人
金宇宁,广东省亮县清浦南昌街l座,13/3/1970,泰国,土家族,男,单身,10904,待业,学生
黄安琪,吉林延边朝鲜族自治州珲春市春化镇东兴镇村,15/5/1987,中国台湾,壮族,女,单身,11420,向記有限责任公司,科研人员
刘宇宁,福建省慧市清浦桑路A座,20/11/1986,韩国,高山族,男,已婚,49622,赵記有限责任公司,收银员
沈杰宏,上海市兰州县长寿太原路7333号,21/10/1982,美国,白族,男,已婚,24724,石发展贸易有限责任公司,个体
阎子异,山东省哈尔滨市城北陈街l座,29/10/1999,泰国,土家族,男,单身,15000,杰宏制药有限责任公司,学生
马晓明,江苏省连云港市赣榆县宋庄镇任庄村,31/8/2000,泰国,土家族,男,已婚,22652,邓記通讯有限责任公司,学生
崔子韬,北京市通辽县大东陈路,18/5/1960,泰国,土家族,男,离异,50118,秀英有限责任公司,学生
曾宇宁,浙江省湖州市德清县钟管镇东坝斗村,21/10/1989,中国台湾,壮族,男,单身,17691,刘記贸易有限责任公司,科研人员
杨子韬,广西壮族自治区涛县吉区辽阳街4930号,25/3/1977,中国台湾,壮族,男,单身,29090,嘉伦有限责任公司,科研人员
汪詩涵,广东省佛山市三水区乐平镇华布村,6/12/1975,中国,汉族,女,已婚,48431,史有限责任公司,工人
黎璐,湖南省贵阳县沈河李街8646号,3/7/1975,日本,朝鲜族,女,单身,36329,曹制药有限责任公司,白领
侯云熙,宁夏回族自治区固原市泾源县新民乡马河滩村,10/7/1960,美国,白族,男,单身,30202,宇宁有限责任公司,个体
陶杰宏,青海省海北藏族自治州门源回族自治县西滩乡崖头村,5/7/1996,中国香港,回族,男,单身,50580,潘記通讯有限责任公司,教师
田秀英,安徽省银川县东丽韩街365号,2/8/1990,菲律宾,苗族,女,离异,61564,曹記有限责任公司,服务员
傅晓明,湖南省静市沙湾潮州街,23/7/1979,中国台湾,壮族,男,单身,56590,戴物业代理有限责任公司,科研人员
傅安琪,内蒙古自治区坤县朝阳李路g座,25/1/1966,美国,白族,女,单身,23912,宇宁顾问有限责任公司,个体
段晓明,黑龙江佳木斯市桦南县桦南镇桦丰村,16/6/1969,美国,白族,男,单身,15000,向記顾问有限责任公司,个体
龚云熙,贵州遵义市绥阳县郑场镇上坪村,12/3/1986,中国香港,回族,男,已婚,36650,梁贸易有限责任公司,教师
赵詩涵,浙江衢州市江山市贺村镇永兴坞村,16/7/1996,中国台湾,壮族,女,已婚,44741,黎記物业代理有限责任公司,科研人员
赵嘉伦,内蒙古自治区荆门市东城王街,4/1/1998,中国香港,回族,男,单身,18335,宇宁食品有限责任公司,教师
姜安琪,西藏自治区宜都县锡山永安街7426号,13/12/1996,韩国,高山族,女,已婚,15000,晓明有限责任公司,收银员
朱詩涵,安徽省池州市石台县小河镇樟村,3/6/1986,中国台湾,壮族,女,单身,34256,安琪有限责任公司,科研人员
秦璐,江西省潜江市长寿魏路9498号,2/7/1997,中国香港,回族,女,单身,15000,钱記物业代理有限责任公司,教师
孔致远,新疆维吾尔自治区平市西峰大冶街4511号,6/5/1991,中国香港,回族,男,已婚,63469,睿有限责任公司,教师
黄嘉伦,河南省驻马店市新蔡县顿岗乡下丕岗村,10/8/1981,美国,白族,男,单身,10358,武工程有限责任公司,个体
何睿,江西省斌市六枝特杨路,27/2/1967,泰国,土家族,男,分居,67230,夏玩具有限责任公司,学生
沈璐,河南省周口市鹿邑县赵村乡半截河村,19/3/1997,美国,白族,女,单身,45175,晓明工程有限责任公司,个体
陈秀英,云南省佛山市平山沈阳街,1/9/1961,中国,汉族,女,已婚,23219,韦記工程有限责任公司,工人
阎安琪,宁夏回族自治区石嘴山市惠农区火车站街道办事处火车站,8/3/1984,中国台湾,壮族,女,单身,25159,沈記技术有限责任公司,科研人员
薛詩涵,山东省北镇市龙潭陈路t座,13/11/1966,中国台湾,壮族,女,单身,26213,杰宏系统有限责任公司,科研人员
张嘉伦,台湾省重庆市西夏许路8199号,12/9/1985,中国,汉族,男,单身,11438,郝記系统有限责任公司,工人
沈子异,山东省武汉市海港孔街M座,4/1/1978,韩国,高山族,男,已婚,65045,唐記有限责任公司,收银员
林秀英,黑龙江省黑河市北安市通北林业局第十,4/8/1960,韩国,高山族,女,单身,54538,睿有限责任公司,收银员
金宇宁,吉林省辽阳县平山王街g座,25/1/1961,中国台湾,壮族,男,单身,67809,子韬有限责任公司,科研人员
丁安琪,新疆维吾尔自治区帆县蓟州马街791号,9/5/1973,中国,汉族,女,单身,9618,睿有限责任公司,工人
崔晓明,江苏省上海市双滦王路5372号,21/12/1995,菲律宾,苗族,男,单身,19122,阎記有限责任公司,服务员
杨詩涵,陕西省荆门县南湖辽阳街I座,27/1/2000,美国,白族,女,单身,38576,嘉伦有限责任公司,个体
卢子异,江苏省武汉县徐汇阮街6281号,27/4/1965,中国台湾,壮族,男,单身,10415,金記技术有限责任公司,科研人员
谭震南,吉林省白山市靖宇县景山镇兴隆村,6/12/1967,中国台湾,壮族,男,已婚,54604,子韬贸易有限责任公司,科研人员
彭致远,重庆市丹县南长关岭街6562号,22/6/1965,中国,汉族,男,已婚,33165,邵有限责任公司,工人
许詩涵,广西崇左市龙州县彬桥乡红岭村,28/9/1965,中国,汉族,女,丧偶,44080,金顾问有限责任公司,工人
蒋詩涵,河南濮阳市台前县后方乡玉皇岭村,17/5/1963,日本,朝鲜族,女,已婚,63186,子异工业有限责任公司,白领
丁秀英,湖南省娄底市娄星区茶园镇志木村,2/3/1982,日本,朝鲜族,女,已婚,49808,岚物业代理有限责任公司,白领
姚云熙,湖北恩施土家族苗族自治州建始县三里乡中坦坪村,27/3/1995,中国台湾,壮族,男,已婚,58165,曹发展贸易有限责任公司,科研人员
丁子异,辽宁省兰州市朝阳北镇街9514号,25/12/1990,菲律宾,苗族,男,单身,36143,睿电子有限责任公司,服务员
毛晓明,贵州省黔东南苗族侗族自治州雷山县丹江镇猫猫河村,17/5/1981,中国台湾,壮族,男,已婚,68440,待业,科研人员
薛睿,甘肃省大冶市沈北新西安街4915号,13/2/1967,美国,白族,男,已婚,65619,崔記技术有限责任公司,个体
方嘉伦,湖北鄂州市梁子湖区沼山镇沼山村,19/3/1998,中国,汉族,男,单身,21477,萧有限责任公司,工人
孟安琪,江西省银川县崇文兴城街8250号,6/10/1994,泰国,土家族,女,已婚,15245,廖記有限责任公司,学生
王震南,重庆市市辖区大渡口区八桥镇双林社区,2/4/1986,韩国,高山族,男,已婚,32980,嘉伦有限责任公司,收银员
崔杰宏,河北省西宁县东城齐齐哈尔路,20/11/1972,美国,白族,男,已婚,18784,致远技术有限责任公司,个体
苏安琪,湖北省荆州市石首市团山寺镇曹家场村,23/9/1960,韩国,高山族,女,丧偶,68037,待业,收银员
